"uid_ini","uid_rec","AI","year"
"R1143","R1119",0.142857142857143,2021
"R1143","R1131",0.214285714285714,2021
"R1143","R1133",0.0714285714285714,2021
"R1143","R1135",0.0769230769230769,2021
"R1145","L1128",0.0714285714285714,2021
"R1145","R1105",0.111111111111111,2021
"R1145","R1141",0.25,2021
"R1145","R1163",0.2,2021
"R1147_L1194","R1095",0.1,2021
"R1147_L1194","R1119",0.166666666666667,2021
"R1147_L1194","R1135",0.0769230769230769,2021
"R1147_L1194","R1137",0.0909090909090909,2021
"R1151","R1090",0.0833333333333333,2021
"R1151","R1112",0.0909090909090909,2021
"R1151","R1121",0.0555555555555556,2021
"R1151","R1155",0.0909090909090909,2021
"R1151","R1211",0.142857142857143,2021
"R1151","R584",0.0909090909090909,2021
"R1155","R1089",0.0769230769230769,2021
"R1163","R1089",0.0909090909090909,2021
"R1163","R1102",0.125,2021
"R1166","R1112",0.125,2021
"R1171","R1078",0.0588235294117647,2021
"R1173","L1128",0.0625,2021
"R1173","R1069",0.125,2021
"R1173","R1078",0.111111111111111,2021
"R1173","R1089",0.0769230769230769,2021
"R1173","R1122",0.153846153846154,2021
"R1173","R1143",0.0909090909090909,2021
"R1173","R1155",0.0909090909090909,2021
"R1173","R837_R1118_L1228",0.0833333333333333,2021
"R1176","R1051",0.222222222222222,2021
"R1176","R1066",0.2,2021
"R1176","R584",0.111111111111111,2021
"R1181","R1092",0.2,2021
"R1181","R1123",0.0909090909090909,2021
"R1181","R1137",0.0909090909090909,2021
"R1184","R1141",0.5,2021
"R1184","R597",0.166666666666667,2021
"R1188","L1128",0.142857142857143,2021
"R1188","R1078",0.117647058823529,2021
"R1188","R1095",0.1,2021
"R1188","R1131",0.0666666666666667,2021
"R1188","R1135",0.2,2021
"R1188","R1137",0.181818181818182,2021
"R1188","R1173",0.0833333333333333,2021
"R1188","R1205",0.125,2021
"R1188","R597",0.111111111111111,2021
"R1189","R837_R1118_L1228",0.166666666666667,2021
"R1195","R1135",0.0769230769230769,2021
"R1202","R1173",0.1,2021
"R1204","R1202",0.333333333333333,2021
"R1205","R1126",0.166666666666667,2021
"R1205","R1151",0.125,2021
"R1205","R1230",0.25,2021
"R1206","R1016_R1261",0.125,2021
"R1206","R1109",0.142857142857143,2021
"R1206","R1137",0.0909090909090909,2021
"R1206","R1205",0.166666666666667,2021
"R1206","R597",0.125,2021
"R1208","R1206",0.166666666666667,2021
"R1208","R1225",0.25,2021
"R1208","R936",0.166666666666667,2021
"R1209","R1122",0.142857142857143,2021
"R1211","R1134",0.142857142857143,2021
"R1211","R1173",0.1,2021
"R1212","R1106",0.333333333333333,2021
"R1216","R1069",0.0833333333333333,2021
"R1216","R1089",0.0833333333333333,2021
"R1216","R714",0.0833333333333333,2021
"R1225","R1245",0.333333333333333,2021
"R1229","R1122",0.142857142857143,2021
"R1245","R1121",0.0555555555555556,2021
"R1250_R1264","R1091",0.142857142857143,2021
"R1250_R1264","R1093",0.2,2021
"R471","R627",0.2,2021
"R471","R837_R1118_L1228",0.125,2021
"R584","R1121",0.0588235294117647,2021
"R584","R1135",0.0666666666666667,2021
"R591","R1051",0.0909090909090909,2021
"R591","R1078",0.0526315789473684,2021
"R591","R1091",0.111111111111111,2021
"R591","R1102",0.0909090909090909,2021
"R591","R1152",0.125,2021
"R591","R584",0.0909090909090909,2021
"R591","R597",0.0909090909090909,2021
"R597","R1142",0.166666666666667,2021
"R627","R1016_R1261",0.125,2021
"R627","R1137",0.0833333333333333,2021
"R627","R1143",0.125,2021
"R714","R1095",0.0769230769230769,2021
"R714","R1131",0.0555555555555556,2021
"R714","R1137",0.0666666666666667,2021
"R714","R1155",0.0625,2021
"R714","R713",0.0833333333333333,2021
"R714","R838",0.0625,2021
"R729","R1097",0.2,2021
"R729","R1110",0.142857142857143,2021
"R729","R1116_R1300",0.142857142857143,2021
"R729","R1136",0.2,2021
"R729","R1140",0.25,2021
"R834","R1088",0.2,2021
"R834","R1133",0.0666666666666667,2021
"R837_R1118_L1228","R1089",0.166666666666667,2021
"R838","R1051",0.0833333333333333,2021
"R838","R1069",0.0714285714285714,2021
"R838","R1122",0.0769230769230769,2021
"R838","R1131",0.0588235294117647,2021
"R838","R1171",0.1,2021
"R838","R584",0.0833333333333333,2021
"R867","R1084",0.125,2021
"R901","R1097",0.1,2021
"R901","R867",0.142857142857143,2021
"R936","R1069",0.25,2021
"R936","R1089",0.0833333333333333,2021
"R936","R1133",0.0666666666666667,2021
"R936","R1155",0.125,2021
"R936","R1173",0.1,2021
"R936","R591",0.1,2021
"R936","R837_R1118_L1228",0.142857142857143,2021
"R936","R945",0.111111111111111,2021
"R945","R1051",0.1,2021
"R945","R1087",0.111111111111111,2021
"R945","R1102",0.111111111111111,2021
"R945","R1133",0.133333333333333,2021
"R945","R584",0.0909090909090909,2021
"R945","R591",0.0909090909090909,2021
"R945","R837_R1118_L1228",0.125,2021
"R990","R1078",0.0555555555555556,2021
"R990","R1095",0.111111111111111,2021
"R996","R1096_R1259",0.166666666666667,2021
"L1128","R1135",0.05,2022
"L1128","R1222",0.0666666666666667,2022
"L1128","R1237",0.04,2022
"L1128","R1250_R1264",0.0625,2022
"L1128","R1252",0.0476190476190476,2022
"L1128","R1263",0.0625,2022
"L1128","R1273",0.0454545454545455,2022
"L1128","R1287",0.111111111111111,2022
"R1004_R1249","R936",0.111111111111111,2022
"R1015","R923",1,2022
"R1016_R1261","R1268",0.0666666666666667,2022
"R1051","R1262",0.0666666666666667,2022
"R1062","R1222",0.2,2022
"R1062","R1239",0.0588235294117647,2022
"R1069","R1069",0.111111111111111,2022
"R1069","R1163",0.0769230769230769,2022
"R1069","R1258",0.1,2022
"R1069","R1262",0.0555555555555556,2022
"R1069","R936",0.0714285714285714,2022
"R1078","R837_R1118_L1228",0.111111111111111,2022
"R1089","R1069",0.111111111111111,2022
"R1090","R1136",0.153846153846154,2022
"R1090","R1254",0.0666666666666667,2022
"R1090","R1262",0.0555555555555556,2022
"R1093","L1128",0.0555555555555556,2022
"R1093","R1147_L1194",0.166666666666667,2022
"R1093","R1151",0.0714285714285714,2022
"R1093","R1237",0.0384615384615385,2022
"R1093","R1260",0.0833333333333333,2022
"R1093","R952",0.0625,2022
"R1096_R1259","R1116_R1300",0.125,2022
"R1096_R1259","R1151",0.142857142857143,2022
"R1096_R1259","R1231",0.0555555555555556,2022
"R1116_R1300","R1240",0.105263157894737,2022
"R1116_R1300","R1255",0.0588235294117647,2022
"R1119","R990",0.0769230769230769,2022
"R1121","R1093",0.0625,2022
"R1121","R1135",0.05,2022
"R1121","R837_R1118_L1228",0.0714285714285714,2022
"R1123","R1090",0.0588235294117647,2022
"R1123","R1119",0.153846153846154,2022
"R1123","R1222",0.0625,2022
"R1123","R1250_R1264",0.0526315789473684,2022
"R1123","R627",0.0526315789473684,2022
"R1133","R1090",0.0714285714285714,2022
"R1133","R1120",0.0555555555555556,2022
"R1133","R1147_L1194",0.0526315789473684,2022
"R1133","R1222",0.0588235294117647,2022
"R1133","R1243",0.0769230769230769,2022
"R1133","R1250_R1264",0.0526315789473684,2022
"R1133","R1303",0.0588235294117647,2022
"R1133","R627",0.0555555555555556,2022
"R1133","R873",0.0833333333333333,2022
"R1133","R888",0.0666666666666667,2022
"R1135","R1078",0.05,2022
"R1135","R1123",0.0434782608695652,2022
"R1135","R1239",0.0416666666666667,2022
"R1135","R627",0.0476190476190476,2022
"R1135","R814",0.0555555555555556,2022
"R1137","R1136",0.111111111111111,2022
"R1147_L1194","R1276",0.0625,2022
"R1147_L1194","R1303",0.117647058823529,2022
"R1151","R952",0.0833333333333333,2022
"R1161","R1252",0.05,2022
"R1163","R1004_R1249",0.222222222222222,2022
"R1163","R1136",0.0769230769230769,2022
"R1163","R1233",0.117647058823529,2022
"R1163","R1258",0.1,2022
"R1163","R1268",0.117647058823529,2022
"R1173","R1069",0.142857142857143,2022
"R1173","R1090",0.230769230769231,2022
"R1173","R1120",0.0555555555555556,2022
"R1173","R1231",0.0526315789473684,2022
"R1173","R1238",0.0476190476190476,2022
"R1173","R888",0.0833333333333333,2022
"R1173","R952",0.0714285714285714,2022
"R1181","R1250_R1264",0.0666666666666667,2022
"R1181","R1252",0.0416666666666667,2022
"R1181","R1260",0.0384615384615385,2022
"R1181","R1275",0.0476190476190476,2022
"R1222","R1120",0.0588235294117647,2022
"R1222","R1135",0.157894736842105,2022
"R1222","R1238",0.0454545454545455,2022
"R1222","R1253",0.0416666666666667,2022
"R1222","R990",0.166666666666667,2022
"R1231","R1069",0.0555555555555556,2022
"R1231","R1090",0.0555555555555556,2022
"R1231","R1120",0.181818181818182,2022
"R1231","R1121",0.105263157894737,2022
"R1231","R1136",0.0526315789473684,2022
"R1231","R1227",0.0625,2022
"R1231","R1237",0.0740740740740741,2022
"R1231","R1238",0.0434782608695652,2022
"R1231","R1243",0.0526315789473684,2022
"R1231","R1254",0.0555555555555556,2022
"R1231","R1255",0.136363636363636,2022
"R1231","R952",0.125,2022
"R1233","R1069",0.352941176470588,2022
"R1233","R1089",0.0714285714285714,2022
"R1233","R1136",0.0588235294117647,2022
"R1233","R1231",0.0476190476190476,2022
"R1233","R1268",0.111111111111111,2022
"R1233","R936",0.0588235294117647,2022
"R1233","R952",0.157894736842105,2022
"R1235","L1128",0.0833333333333333,2022
"R1235","R1093",0.0769230769230769,2022
"R1235","R1239",0.0555555555555556,2022
"R1236","R1093",0.0769230769230769,2022
"R1236","R1235",0.4,2022
"R1236","R1252",0.05,2022
"R1237","R1121",0.04,2022
"R1237","R1123",0.0740740740740741,2022
"R1237","R1135",0.037037037037037,2022
"R1237","R1147_L1194",0.0384615384615385,2022
"R1237","R1181",0.192307692307692,2022
"R1237","R1235",0.04,2022
"R1237","R1252",0.115384615384615,2022
"R1237","R1256",0.037037037037037,2022
"R1237","R1267",0.0357142857142857,2022
"R1237","R1270",0.04,2022
"R1237","R1287",0.0384615384615385,2022
"R1237","R1322",0.04,2022
"R1237","R696",0.04,2022
"R1237","R714",0.0384615384615385,2022
"R1237","R837_R1118_L1228",0.0384615384615385,2022
"R1238","R1062",0.05,2022
"R1238","R1119",0.05,2022
"R1238","R1123",0.0869565217391304,2022
"R1238","R1135",0.125,2022
"R1238","R1181",0.0454545454545455,2022
"R1238","R1227",0.0476190476190476,2022
"R1238","R1237",0.185185185185185,2022
"R1238","R1242",0.0476190476190476,2022
"R1238","R1253",0.166666666666667,2022
"R1238","R1256",0.0384615384615385,2022
"R1238","R1260",0.0740740740740741,2022
"R1238","R1272",0.12,2022
"R1238","R714",0.0384615384615385,2022
"R1239","R1147_L1194",0.0416666666666667,2022
"R1239","R1181",0.157894736842105,2022
"R1239","R1222",0.0555555555555556,2022
"R1239","R1236",0.0588235294117647,2022
"R1239","R1237",0.2,2022
"R1239","R1238",0.08,2022
"R1239","R1244",0.0588235294117647,2022
"R1239","R1260",0.0769230769230769,2022
"R1239","R837_R1118_L1228",0.105263157894737,2022
"R1240","R1096_R1259",0.0588235294117647,2022
"R1240","R1147_L1194",0.0434782608695652,2022
"R1240","R1231",0.05,2022
"R1240","R1238",0.04,2022
"R1240","R1265",0.0625,2022
"R1240","R1275",0.04,2022
"R1240","R1303",0.0476190476190476,2022
"R1240","R867",0.0588235294117647,2022
"R1240","R952",0.1,2022
"R1242","R1240",0.0588235294117647,2022
"R1243","R1096_R1259",0.111111111111111,2022
"R1243","R1240",0.0555555555555556,2022
"R1243","R1266",0.1,2022
"R1243","R1267",0.04,2022
"R1243","R990",0.0666666666666667,2022
"R1250_R1264","R1120",0.105263157894737,2022
"R1250_R1264","R1147_L1194",0.0909090909090909,2022
"R1250_R1264","R1237",0.0384615384615385,2022
"R1250_R1264","R1238",0.0434782608695652,2022
"R1250_R1264","R1239",0.1,2022
"R1250_R1264","R696",0.0666666666666667,2022
"R1250_R1264","R814",0.0666666666666667,2022
"R1251","R1096_R1259",0.0555555555555556,2022
"R1251","R1231",0.0434782608695652,2022
"R1251","R1233",0.0454545454545455,2022
"R1251","R1240",0.45,2022
"R1251","R1243",0.0526315789473684,2022
"R1251","R867",0.0588235294117647,2022
"R1251","R952",0.05,2022
"R1252","R1093",0.19047619047619,2022
"R1252","R1123",0.08,2022
"R1252","R1147_L1194",0.0952380952380952,2022
"R1252","R1222",0.04,2022
"R1252","R1235",0.142857142857143,2022
"R1252","R1238",0.0384615384615385,2022
"R1252","R1239",0.08,2022
"R1252","R1262",0.0434782608695652,2022
"R1252","R1270",0.0476190476190476,2022
"R1252","R1276",0.0476190476190476,2022
"R1252","R1287",0.0476190476190476,2022
"R1252","R873",0.05,2022
"R1253","R1078",0.0476190476190476,2022
"R1253","R1121",0.15,2022
"R1253","R1123",0.037037037037037,2022
"R1253","R1135",0.0434782608695652,2022
"R1253","R1237",0.115384615384615,2022
"R1253","R1260",0.037037037037037,2022
"R1253","R1303",0.0476190476190476,2022
"R1253","R627",0.0434782608695652,2022
"R1253","R990",0.0952380952380952,2022
"R1254","R1136",0.0625,2022
"R1254","R1233",0.0526315789473684,2022
"R1254","R1252",0.0434782608695652,2022
"R1254","R1260",0.0384615384615385,2022
"R1254","R1276",0.0526315789473684,2022
"R1255","R1096_R1259",0.0555555555555556,2022
"R1255","R1234",0.0588235294117647,2022
"R1255","R1240",0.1,2022
"R1255","R1242",0.0555555555555556,2022
"R1255","R1243",0.0555555555555556,2022
"R1255","R1251",0.157894736842105,2022
"R1255","R867",0.0588235294117647,2022
"R1255","R952",0.105263157894737,2022
"R1256","R1133",0.0434782608695652,2022
"R1256","R1147_L1194",0.08,2022
"R1256","R1231",0.0434782608695652,2022
"R1256","R1252",0.0384615384615385,2022
"R1256","R1253",0.0384615384615385,2022
"R1256","R1254",0.166666666666667,2022
"R1256","R1273",0.0384615384615385,2022
"R1256","R837_R1118_L1228",0.0416666666666667,2022
"R1256","R952",0.0434782608695652,2022
"R1258","R1089",0.333333333333333,2022
"R1258","R1233",0.133333333333333,2022
"R1258","R1266",0.111111111111111,2022
"R1260","R1121",0.0416666666666667,2022
"R1260","R1123",0.04,2022
"R1260","R1133",0.04,2022
"R1260","R1136",0.0384615384615385,2022
"R1260","R1137",0.0416666666666667,2022
"R1260","R1147_L1194",0.166666666666667,2022
"R1260","R1231",0.0384615384615385,2022
"R1260","R1235",0.0833333333333333,2022
"R1260","R1237",0.0740740740740741,2022
"R1260","R1250_R1264",0.115384615384615,2022
"R1260","R1252",0.04,2022
"R1260","R1256",0.178571428571429,2022
"R1260","R1263",0.0740740740740741,2022
"R1260","R1267",0.185185185185185,2022
"R1260","R1272",0.0769230769230769,2022
"R1260","R1303",0.0416666666666667,2022
"R1260","R696",0.0416666666666667,2022
"R1260","R714",0.0714285714285714,2022
"R1262","R1136",0.117647058823529,2022
"R1262","R1151",0.0588235294117647,2022
"R1262","R1163",0.176470588235294,2022
"R1262","R1231",0.05,2022
"R1262","R1233",0.05,2022
"R1262","R1254",0.0454545454545455,2022
"R1262","R1256",0.04,2022
"R1262","R958",0.0625,2022
"R1263","R1093",0.0454545454545455,2022
"R1263","R1135",0.0476190476190476,2022
"R1263","R1222",0.0625,2022
"R1263","R1237",0.0384615384615385,2022
"R1263","R1238",0.0434782608695652,2022
"R1263","R1239",0.0454545454545455,2022
"R1263","R1252",0.0769230769230769,2022
"R1263","R1253",0.0434782608695652,2022
"R1263","R1256",0.0384615384615385,2022
"R1266","R1116_R1300",0.1,2022
"R1266","R1240",0.117647058823529,2022
"R1266","R1251",0.0555555555555556,2022
"R1266","R1255",0.111111111111111,2022
"R1267","R1090",0.0434782608695652,2022
"R1267","R1121",0.0769230769230769,2022
"R1267","R1252",0.037037037037037,2022
"R1267","R1254",0.0833333333333333,2022
"R1267","R1256",0.25,2022
"R1267","R1303",0.0416666666666667,2022
"R1267","R627",0.0434782608695652,2022
"R1267","R952",0.0416666666666667,2022
"R1268","R1004_R1249",0.125,2022
"R1268","R1090",0.0555555555555556,2022
"R1268","R1136",0.0588235294117647,2022
"R1268","R1254",0.105263157894737,2022
"R1268","R1262",0.277777777777778,2022
"R1268","R867",0.0588235294117647,2022
"R1270","R1078",0.142857142857143,2022
"R1270","R1093",0.0769230769230769,2022
"R1270","R1227",0.2,2022
"R1271","R1116_R1300",0.125,2022
"R1271","R1233",0.0625,2022
"R1271","R1238",0.0476190476190476,2022
"R1271","R1254",0.0714285714285714,2022
"R1271","R1256",0.0434782608695652,2022
"R1271","R1267",0.0454545454545455,2022
"R1271","R1275",0.05,2022
"R1271","R1303",0.0909090909090909,2022
"R1271","R952",0.0909090909090909,2022
"R1272","R1173",0.0625,2022
"R1272","R1233",0.0434782608695652,2022
"R1272","R1237",0.0357142857142857,2022
"R1272","R1252",0.0434782608695652,2022
"R1272","R1254",0.157894736842105,2022
"R1272","R1256",0.0833333333333333,2022
"R1272","R1267",0.125,2022
"R1272","R714",0.0869565217391304,2022
"R1273","R1119",0.0454545454545455,2022
"R1273","R1123",0.04,2022
"R1273","R1147_L1194",0.0454545454545455,2022
"R1273","R1222",0.0434782608695652,2022
"R1273","R1235",0.0869565217391304,2022
"R1273","R1237",0.148148148148148,2022
"R1273","R1238",0.04,2022
"R1273","R1239",0.0384615384615385,2022
"R1273","R1250_R1264",0.0454545454545455,2022
"R1273","R1252",0.0740740740740741,2022
"R1273","R1253",0.0416666666666667,2022
"R1273","R1260",0.0769230769230769,2022
"R1273","R1263",0.136363636363636,2022
"R1273","R1267",0.037037037037037,2022
"R1273","R1270",0.05,2022
"R1273","R627",0.0416666666666667,2022
"R1275","R1078",0.105263157894737,2022
"R1275","R1093",0.0869565217391304,2022
"R1275","R1120",0.0454545454545455,2022
"R1275","R1147_L1194",0.285714285714286,2022
"R1275","R1237",0.153846153846154,2022
"R1275","R1238",0.125,2022
"R1275","R1239",0.08,2022
"R1275","R1252",0.166666666666667,2022
"R1275","R1253",0.217391304347826,2022
"R1275","R1256",0.0833333333333333,2022
"R1275","R1260",0.185185185185185,2022
"R1275","R1263",0.0454545454545455,2022
"R1275","R1267",0.0357142857142857,2022
"R1275","R1272",0.0434782608695652,2022
"R1275","R1273",0.130434782608696,2022
"R1275","R1303",0.15,2022
"R1275","R837_R1118_L1228",0.1,2022
"R1275","R990",0.0952380952380952,2022
"R1276","R1093",0.142857142857143,2022
"R1276","R1238",0.0434782608695652,2022
"R1276","R1256",0.0869565217391304,2022
"R1276","R1260",0.0416666666666667,2022
"R1276","R1273",0.05,2022
"R1276","R1275",0.105263157894737,2022
"R1276","R888",0.272727272727273,2022
"R1276","R952",0.142857142857143,2022
"R1287","R1135",0.166666666666667,2022
"R1299","R1240",0.0625,2022
"R1301","R1237",0.0384615384615385,2022
"R1301","R1276",0.111111111111111,2022
"R1302","R1313",1,2022
"R1303","R1093",0.0555555555555556,2022
"R1303","R1173",0.0769230769230769,2022
"R1303","R1238",0.0454545454545455,2022
"R1303","R1256",0.0869565217391304,2022
"R1303","R1272",0.0666666666666667,2022
"R1303","R1276",0.0769230769230769,2022
"R1303","R714",0.0909090909090909,2022
"R1305","R923",1,2022
"R1312","R1121",0.1,2022
"R1324","R1093",0.0769230769230769,2022
"R1325","R1240",0.0625,2022
"R1325","R1251",0.0588235294117647,2022
"R627","R1120",0.0526315789473684,2022
"R627","R1237",0.04,2022
"R627","R1238",0.0416666666666667,2022
"R627","R1239",0.05,2022
"R627","R1272",0.0526315789473684,2022
"R627","R837_R1118_L1228",0.0714285714285714,2022
"R714","R1093",0.0416666666666667,2022
"R714","R1121",0.0434782608695652,2022
"R714","R1131",0.0555555555555556,2022
"R714","R1133",0.0454545454545455,2022
"R714","R1253",0.037037037037037,2022
"R714","R1254",0.19047619047619,2022
"R714","R1256",0.08,2022
"R714","R1267",0.125,2022
"R714","R1271",0.0526315789473684,2022
"R714","R1273",0.0384615384615385,2022
"R714","R1275",0.04,2022
"R777_R889","R1253",0.05,2022
"R814","R1237",0.04,2022
"R814","R837_R1118_L1228",0.142857142857143,2022
"R837_R1118_L1228","R1123",0.0714285714285714,2022
"R838","R1287",0.25,2022
"R851_L1148","R1231",0.0666666666666667,2022
"R888","R1093",0.0666666666666667,2022
"R888","R1252",0.0454545454545455,2022
"R888","R936",0.0769230769230769,2022
"R888","R952",0.0714285714285714,2022
"R936","R1234",0.125,2022
"R936","R1262",0.0555555555555556,2022
"R936","R1266",0.0714285714285714,2022
"R936","R867",0.1,2022
"R945","R1237",0.04,2022
"R945","R1258",0.25,2022
"R952","R952",0.1,2022
"R958","R990",0.0833333333333333,2022
"R990","R1135",0.0952380952380952,2022
"R990","R1136",0.0588235294117647,2022
"R990","R1181",0.0555555555555556,2022
"R990","R1237",0.0740740740740741,2022
"R990","R1238",0.0476190476190476,2022
"R990","R1239",0.04,2022
"R990","R627",0.0555555555555556,2022
"R990","R814",0.0833333333333333,2022
