"year","sample.id","sample.date","sample.group","sample.mass","site","sex","age.class","min.age","uid","degree","betweenness","eigen","strength","stan.strength","range.area","range.area.sqrt","social.group"
2021,"S00K90148","22-Jun-21","sample","0.2433","primary","F","adult",1,"R1090",5,18,0.0680448749712549,0.645177045177045,0.00768067910925054,280,16.7332005306815,"21C"
2021,"S00K90149","22-Jun-21","sample","0.2487","primary","F","adult",1,"R1016_R1261",8,34,0.256333140499999,0.816062592378382,0.0097150308616474,2132.99047851562,46.1843098737615,"21A"
2021,"S00K90150","22-Jun-21","sample","0.2478","primary","F","adult",1,"R1080",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90151","22-Jun-21","sample","0.2442","primary","F","adult",1,"R1102",9,12,0.13922876742349,0.942099567099567,0.0112154710368996,303.973388671875,17.43483262529,"21B"
2021,"S00K90152","22-Jun-21","sample","0.2525","primary","M","adult",2,"R945",9,3,0.22369329342384,0.980072705072705,0.0116675322032465,2902.5,53.8748549882039,"21B"
2021,"S00K90153","22-Jun-21","sample","0.2503","primary","F","juvenile",0,"R1135",12,18.8333333333333,0.674250856252983,1.27492127755286,0.0151776342565816,3427.7548828125,58.5470313748912,"21D"
2021,"S00K90154","22-Jun-21","sample","0.2503","primary","F","adult",1,"R1109",8,25,0.17382702982564,0.791580641580642,0.00942357906643621,5465.59985351562,73.9296953430462,"21B"
2021,"S00K90155","22-Jun-21","sample","0.2525","primary","M","adult",1,"R1091",5,80,0.0747677342615582,0.701465201465201,0.00835077620791906,322,17.9443584449264,"21C"
2021,"S00K90156","22-Jun-21","sample","0.2485","primary","M","adult",1,"R1095",11,75.5,0.227925189565191,1.03146159396159,0.012279304690019,512,22.6274169979695,"21D"
2021,"S00K90157","23-Jun-21","sample","0.2562","primary","M","adult",1,"R1134",5,15,0.247204171576092,0.536204481792717,0.00638338668800854,765,27.6586333718787,"21D"
2021,"S00K90158","23-Jun-21","sample","0.253","primary","F","adult",1,"R1089",10,82,0.156419595276097,0.861101398601399,0.0102512071262071,65.639892578125,8.10184501074447,"21B"
2021,"S00K90159","23-Jun-21","sample","0.2472","primary","F","adult",4,"R591",8,96,0.154772484954873,0.692579642579642,0.00824499574499574,1386.537109375,37.2362338237234,"21C"
2021,"S00K90160","23-Jun-21","sample","0.2511","primary","F","adult",1,"R1147_L1194",6,48,0.187092822221456,0.65379708011287,0.00778329857277226,29.5,5.43139024560011,"21D"
2021,"S00K90161","23-Jun-21","sample","0.2571","primary","F","adult",3,"R714",9,84,0.276174326365302,0.98852438411262,0.0117681474299121,422.5,20.5548047910945,"21B"
2021,"S00K90162","30-Jun-21","sample","0.2485","primary","F","juvenile",0,"R1152",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90163","7-Jul-21","sample","0.2426","primary","F","adult",1,"R1078",21,456.5,0.728962773340423,1.68208020050125,0.0200247642916816,2723.2548828125,52.1848146764219,"21D"
2021,"S00K90164","7-Jul-21","sample","0.2453","primary","F","adult",1,"R1090",5,18,0.0680448749712549,0.645177045177045,0.00768067910925054,280,16.7332005306815,"21C"
2021,"S00K90165","7-Jul-21","sample","0.2453","primary","M","adult",1,"R1123",12,63,0.426106052955409,0.986311173346777,0.0117417996826997,2360.21020507812,48.5819946593192,"21D"
2021,"S00K90166","7-Jul-21","sample","0.2585","primary","F","adult",1,"R1016_R1261",8,34,0.256333140499999,0.816062592378382,0.0097150308616474,2132.99047851562,46.1843098737615,"21A"
2021,"S00K90167","7-Jul-21","sample","0.242","primary","M","adult",1,"R1121",23,607,0.931389358550696,2.29095778662342,0.0272733069836122,2873.09008789062,53.6012134927057,"21D"
2021,"S00K90168","7-Jul-21","sample","0.2464","primary","F","adult",2,"R867",5,137,0.0511220025637617,0.435786435786436,0.00518793375936233,436,20.8806130178211,"21F"
2021,"S00K90169","7-Jul-21","sample","0.2537","primary","M","juvenile",0,"R1084",2,0,0.0277914172601908,0.311111111111111,0.0037037037037037,436,20.8806130178211,"21F"
2021,"S00K90170","7-Jul-21","sample","0.2489","primary","M","adult",1,"R1133",19,666,0.372423498525204,1.8053894634777,0.0214927317080678,2359.5,48.5746847648032,"21B"
2021,"S00K90171","7-Jul-21","sample","0.255","primary","F","adult",1,"R1069_L1403",15,221,0.204175288726877,1.27797978165625,0.0152140450197173,1229.5,35.0642267845735,"21B"
2021,"S00K90172","7-Jul-21","sample","0.2566","primary","M","adult",1,"R1134",5,15,0.247204171576092,0.536204481792717,0.00638338668800854,765,27.6586333718787,"21D"
2021,"S00K90173","7-Jul-21","sample","0.2516","primary","M","adult",1,"R1116_R1300",11,495.5,0.127736722790737,1.19112276612277,0.0141800329300329,1645,40.5585995813465,"21F"
2021,"S00K90174","7-Jul-21","sample","0.2476","primary","F","adult",1,"R1080",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90175","7-Jul-21","sample","0.2478","primary","M","juvenile",0,"R1173",12,145,0.31953673946574,1.14344580857739,0.0136124501021118,4742.31494140625,68.8644679163809,"21B"
2021,"S00K90176","7-Jul-21","sample","0.2567","primary","F","juvenile",0,"R1110",5,5,0.0566665941215843,0.591269841269841,0.00703892668178382,484.5,22.0113607030551,"21F"
2021,"S00K90177","20-Jul-21","sample","0.2619","primary","M","adult",1,"R1121",23,607,0.931389358550696,2.29095778662342,0.0272733069836122,2873.09008789062,53.6012134927057,"21D"
2021,"S00K90178","20-Jul-21","sample","0.2517","primary","M","adult",1,"R1123",12,63,0.426106052955409,0.986311173346777,0.0117417996826997,2360.21020507812,48.5819946593192,"21D"
2021,"S00K90179","20-Jul-21","sample","0.258","primary","F","adult",2,"R867",5,137,0.0511220025637617,0.435786435786436,0.00518793375936233,436,20.8806130178211,"21F"
2021,"S00K90180","20-Jul-21","sample","0.2444","primary","M","adult",1,"R1091",5,80,0.0747677342615582,0.701465201465201,0.00835077620791906,322,17.9443584449264,"21C"
2021,"S00K90181","20-Jul-21","sample","0.2596","primary","M","juvenile",0,"R1105",10,163,0.363224181071178,1.0754329004329,0.0128027726242012,1384.5,37.2088699102781,"21D"
2021,"S00K90182","20-Jul-21","sample","0.252","primary","F","adult",4,"R597",6,5,0.121803054872563,0.702020202020202,0.00835738335738336,2655.63403320312,51.5328442180627,"21E"
2021,"S00K90183","20-Jul-21","sample","0.259","primary","M","adult",3,"R729",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90184","20-Jul-21","sample","0.2436","primary","F","adult",1,"R1069_L1403",15,221,0.204175288726877,1.27797978165625,0.0152140450197173,1229.5,35.0642267845735,"21B"
2021,"S00K90185","20-Jul-21","sample","0.254","primary","F","adult",1,"R1016_R1261",8,34,0.256333140499999,0.816062592378382,0.0097150308616474,2132.99047851562,46.1843098737615,"21A"
2022,"S00K90186","20-May-22","sample","0.247","primary","F","adult",2,"R1090",9,116,0.118548201658289,0.79167907965862,0.0109955427730364,2283.5,47.7859812078815,"22B"
2022,"S00K90187","20-May-22","sample","0.2458","primary","M","adult",2,"R1163",7,5,0.0560904995610466,0.887833081950728,0.0123310150270934,647.5,25.4460212999989,"22B"
2022,"S00K90188","20-May-22","sample","0.2414","primary","F","adult",5,"R627_R1334",13,36,0.197702769105044,0.648343322073299,0.00900476836212915,3847.71533203125,62.0299551187267,"22A"
2022,"S00K90189","20-May-22","sample","0.2471","primary","M","juvenile",0,"R1231",19,264,0.246685559896515,1.31915137790424,0.0183215469153366,3527.5,59.3927605015965,"22D"
2022,"S00K90190","20-May-22","sample","0.2566","primary","M","adult",3,"R945",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90191","20-May-22","sample","0.246","primary","F","adult",2,"R1069_L1403",7,50,0.0778789838268864,0.85526107879049,0.0118786260943124,1337.5,36.5718470958195,"22B"
2022,"S00K90192","20-May-22","sample","0.2416","primary","M","adult",1,"R1173",9,4,0.14360527577166,0.823617537433327,0.0114391324643518,2132.5,46.1789995560753,"22B"
2022,"S00K90193","20-May-22","sample","0.2424","primary","M","adult",2,"R1133",13,24,0.17322958378236,0.761305782505136,0.0105736914236824,3430,58.5662018573853,"22C"
2022,"S00K90194","20-May-22","sample","0.2645","primary","F","adult",1,"R1135",14,32,0.245561027337,1.01125337498335,0.0140451857636577,1479,38.4577690460588,"22A"
2022,"S00K90195","20-May-22","sample","0.2444","primary","M","adult",3,"R936",8,65,0.0340506120821273,0.670270415858651,0.00930931133137015,3045,55.1815186452856,"22B"
2022,"S00K90196","20-May-22","sample","0.2553","primary","F","adult",2,"R1078",5,0,0.148575064865562,0.456850459482039,0.00634514527058387,569.12060546875,23.8562487719413,"22A"
2022,"S00K90197","23-May-22","sample","0.2501","primary","F","adult",4,"R714",15,41,0.397280315232982,1.02042307891278,0.0141725427626775,4180.4873046875,64.6566880120495,"22C"
2022,"S00K90198","23-May-22","sample","0.2468","primary","F","juvenile",0,"R1237",31,521,0.784891125518762,2.17974765974766,0.0302742730520508,3130.13330078125,55.9475942358673,"22A"
2022,"S00K90199","23-May-22","sample","0.1684","primary","M","juvenile",0,"R1262",13,199.5,0.121855078304271,1.08881842723914,0.0151224781560992,1313.82006835938,36.2466559610591,"22B"
2022,"S00K90200","23-May-22","sample","0.2644","primary","F","adult",3,"R867",5,28,0.0244740136398368,0.335294117647059,0.00465686274509804,1601.5,40.0187456075275,"22D"
2022,"S00K90201","23-May-22","sample","0.2489","primary","M","adult",2,"R1116_R1300",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90202","23-May-22","sample","0.2441","primary","M","juvenile",0,"R1233",13,46,0.129784151062589,1.29225790829472,0.0179480265040934,1993,44.6430285710994,"22B"
2022,"S00K90203","26-May-22","sample","0.2412","primary","M","juvenile",0,"R1267",16,282.5,0.493065584557013,1.24668864147125,0.017315120020434,3246.84399414062,56.9810845293473,"22C"
2022,"S00K90204","26-May-22","sample","0.2657","primary","M","juvenile",0,"R1260",27,311.5,0.814192566761739,2.0412962962963,0.0283513374485597,2293.7939453125,47.8935689348006,"22C"
2022,"S00K90205","14-Jun-22","sample","0.256","primary","F","juvenile",0,"R1253",17,145.5,0.523672618676375,1.25325954238998,0.0174063825331941,1567.13330078125,39.5870345034994,"22A"
2022,"S00K90206","14-Jun-22","sample","0.2483","primary","M","juvenile",0,"R1272",13,47,0.398827425425217,0.998054982774662,0.0138618747607592,3060.9873046875,55.3261900431206,"22C"
2022,"S00K90207","14-Jun-22","sample","0.2494","primary","M","juvenile",0,"R1252",24,238,0.629391741010211,1.67361216078607,0.023244613344251,2049.95727539062,45.2764538738473,"22C"
2022,"S00K90208","14-Jun-22","sample","0.255","primary","F","adult",3,"R952",13,18,0.215353131726375,1.14575953222978,0.0159133268365248,581.5,24.114311103575,"22D"
2022,"S00K90209","14-Jun-22","sample","0.2453","primary","M","juvenile",0,"R1254",14,4,0.345147519010218,1.19244238154421,0.0165616997436696,3520.98217773438,59.3378646206146,"22C"
2022,"S00K90210","14-Jun-22","sample","0.254","primary","M","adult",2,"R1123",13,15,0.262957417423681,0.853407306301033,0.011852879254181,129.5,11.379806676741,"22A"
2022,"S00K90211","14-Jun-22","sample","0.2404","primary","M","adult",2,"R1133",13,24,0.17322958378236,0.761305782505136,0.0105736914236824,3430,58.5662018573853,"22C"
2022,"S00K90212","14-Jun-22","sample","0.254","primary","F","adult",5,"R627_R1334",13,36,0.197702769105044,0.648343322073299,0.00900476836212915,3847.71533203125,62.0299551187267,"22A"
2022,"S00K90213","14-Jun-22","sample","0.25","primary","M","juvenile",0,"R1231",19,264,0.246685559896515,1.31915137790424,0.0183215469153366,3527.5,59.3927605015965,"22D"
2022,"S00K90214","14-Jun-22","sample","0.2567","primary","M","juvenile",0,"R1267",16,282.5,0.493065584557013,1.24668864147125,0.017315120020434,3246.84399414062,56.9810845293473,"22C"
2022,"S00K90215","14-Jun-22","sample","0.2511","primary","M","juvenile",0,"R1240",13,127,0.18025627203551,1.26721013958596,0.0176001408275828,1186,34.4383507154451,"22D"
2022,"S00K90216","14-Jun-22","sample","0.2552","primary","F","adult",2,"R1069_L1403",7,50,0.0778789838268864,0.85526107879049,0.0118786260943124,1337.5,36.5718470958195,"22B"
2022,"S00K90217","14-Jun-22","sample","0.2524","primary","M","juvenile",0,"R1238",26,221.5,0.644280920865425,1.75306755241538,0.0243481604502136,4634.40185546875,68.076441266188,"22A"
2022,"S00K90218","14-Jun-22","sample","0.2582","primary","M","adult",2,"R1163",7,5,0.0560904995610466,0.887833081950728,0.0123310150270934,647.5,25.4460212999989,"22B"
2022,"S00K90219","14-Jun-22","sample","0.2445","primary","M","juvenile",0,"R1234",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90220","14-Jun-22","sample","0.2583","primary","F","adult",3,"R867",5,28,0.0244740136398368,0.335294117647059,0.00465686274509804,1601.5,40.0187456075275,"22D"
2022,"S00K90221","14-Jun-22","sample","0.257","primary","F","adult",1,"R1135",14,32,0.245561027337,1.01125337498335,0.0140451857636577,1479,38.4577690460588,"22A"
2022,"S00K90222","14-Jun-22","sample","0.2529","primary","M","juvenile",0,"R1273",21,94,0.529337338886876,1.29395166829949,0.0179715509486041,2089.95727539062,45.7160505226624,"22A"
2022,"S00K90223","14-Jun-22","sample","0.2408","primary","F","adult",4,"R777_R889",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90224","14-Jun-22","sample","0.2568","primary","M","juvenile",0,"R1262",13,199.5,0.121855078304271,1.08881842723914,0.0151224781560992,1313.82006835938,36.2466559610591,"22B"
2022,"S00K90225","14-Jun-22","sample","0.2487","primary","F","adult",2,"R1090",9,116,0.118548201658289,0.79167907965862,0.0109955427730364,2283.5,47.7859812078815,"22B"
2022,"S00K90226","14-Jun-22","sample","0.2508","primary","M","juvenile",0,"R1276",13,2,0.423285037629155,1.23659098021226,0.0171748747251703,1322.02514648438,36.3596637289783,"22C"
2022,"S00K90227","14-Jun-22","sample","0.2534","primary","F","adult",2,"R1078",5,0,0.148575064865562,0.456850459482039,0.00634514527058387,569.12060546875,23.8562487719413,"22A"
2022,"S00K90228","14-Jun-22","sample","0.253","primary","M","juvenile",0,"R1256",21,209,0.629836764194874,1.58074224487268,0.0219547534010095,2900.9873046875,53.8608141851523,"22C"
2022,"S00K90229","14-Jun-22","sample","0.2467","primary","M","adult",3,"R945",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90230","28-Jun-22","sample","0.1542","primary","M","juvenile",0,"R1271",10,8,0.201091905770912,0.67993018613728,0.00944347480746222,4430,66.558245169175,"22C"
2022,"S00K90231","28-Jun-22","sample","0.2546","primary","M","juvenile",0,"R1233",13,46,0.129784151062589,1.29225790829472,0.0179480265040934,1993,44.6430285710994,"22B"
2022,"S00K90232","28-Jun-22","sample","0.2532","primary","F","adult",2,"R990",14,35,0.301933411965336,1.09426512485336,0.0151981267340744,2466.5,49.6638701673561,"22A"
2022,"S00K90233","28-Jun-22","sample","0.2448","primary","F","adult",2,"R1016_R1261",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90234","28-Jun-22","sample","0.1616","primary","M","juvenile",0,"R1275",23,32,1,2.41801332958084,0.0335835184664005,2992.91455078125,54.7075365080649,"22C"
2022,"S00K90235","28-Jun-22","sample","0.2572","primary","M","adult",1,"R1173",9,4,0.14360527577166,0.823617537433327,0.0114391324643518,2132.5,46.1789995560753,"22B"
2022,"S00K90236","28-Jun-22","sample","0.2429","primary","M","adult",2,"R1116_R1300",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90237","28-Jun-22","sample","0.246","primary","M","adult",3,"R936",8,65,0.0340506120821273,0.670270415858651,0.00930931133137015,3045,55.1815186452856,"22B"
2022,"S00K90238","29-Jun-22","sample","0.2433","primary","F","adult",2,"R1120",7,3,0.131169830425994,0.555102104637709,0.00770975145330151,1347,36.7014986070051,"22D"
2022,"S00K90239","29-Jun-22","sample","0.2446","primary","F","juvenile",0,"R1255",10,73.5,0.0863551524607691,0.898214341557994,0.0124751991883055,448,21.1660104885167,"22D"
2022,"S00K90240","29-Jun-22","sample","0.2491","primary","F","juvenile",0,"R1251",9,67,0.106460877068791,0.96939376263646,0.0134638022588397,696.5,26.3912864407933,"22D"
2022,"S00K90241","29-Jun-22","sample","0.2607","primary","F","juvenile",0,"R1266",7,9,0.0445567358052887,0.666853408029878,0.00926185288930386,416.5,20.4083316319585,"22D"
2022,"S00K90242","29-Jun-22","sample","0.2442","primary","M","juvenile",0,"R1303",15,13,0.449996997011623,1.09533964188696,0.0152130505817633,671,25.9036676939772,"22C"
2022,"S00K90243","29-Jun-22","sample","0.2547","primary","F","juvenile",0,"R1237",31,521,0.784891125518762,2.17974765974766,0.0302742730520508,3130.13330078125,55.9475942358673,"22A"
2022,"S00K90244","29-Jun-22","sample","0.2425","primary","F","adult",2,"R1147_L1194",13,42,0.651671690299896,1.28703445441802,0.0178754785335836,3614.39965820312,60.1198773967739,"22C"
2022,"S00K90245","12-Jul-22","sample","0.2459","primary","M","juvenile",0,"R1275",23,32,1,2.41801332958084,0.0335835184664005,2992.91455078125,54.7075365080649,"22C"
2022,"S00K90246","12-Jul-22","sample","0.2439","primary","M","juvenile",0,"R1252",24,238,0.629391741010211,1.67361216078607,0.023244613344251,2049.95727539062,45.2764538738473,"22C"
2022,"S00K90247","12-Jul-22","sample","0.2437","primary","M","juvenile",0,"R1256",21,209,0.629836764194874,1.58074224487268,0.0219547534010095,2900.9873046875,53.8608141851523,"22C"
2022,"S00K90248","12-Jul-22","sample","0.2473","primary","F","adult",5,"R627_R1334",13,36,0.197702769105044,0.648343322073299,0.00900476836212915,3847.71533203125,62.0299551187267,"22A"
2022,"S00K90249","12-Jul-22","sample","0.2467","primary","F","juvenile",0,"R1253",17,145.5,0.523672618676375,1.25325954238998,0.0174063825331941,1567.13330078125,39.5870345034994,"22A"
2022,"S00K90250","12-Jul-22","sample","0.2472","primary","M","juvenile",0,"R1231",19,264,0.246685559896515,1.31915137790424,0.0183215469153366,3527.5,59.3927605015965,"22D"
2022,"S00K90251","12-Jul-22","sample","0.2568","primary","M","adult",3,"R945",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90252","12-Jul-22","sample","0.2433","primary","M","juvenile",0,"R1272",13,47,0.398827425425217,0.998054982774662,0.0138618747607592,3060.9873046875,55.3261900431206,"22C"
2022,"S00K90253","12-Jul-22","sample","0.2494","primary","M","juvenile",0,"R1262",13,199.5,0.121855078304271,1.08881842723914,0.0151224781560992,1313.82006835938,36.2466559610591,"22B"
2022,"S00K90254","12-Jul-22","sample","0.2526","primary","F","adult",2,"R1069_L1403",7,50,0.0778789838268864,0.85526107879049,0.0118786260943124,1337.5,36.5718470958195,"22B"
2022,"S00K90255","12-Jul-22","sample","0.2433","primary","M","adult",2,"R1116_R1300",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90256","12-Jul-22","sample","0.249","primary","M","adult",2,"R1133",13,24,0.17322958378236,0.761305782505136,0.0105736914236824,3430,58.5662018573853,"22C"
2022,"S00K90257","12-Jul-22","sample","0.2466","primary","M","juvenile",0,"R1234",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90258","12-Jul-22","sample","0.2586","primary","M","juvenile",0,"R1233",13,46,0.129784151062589,1.29225790829472,0.0179480265040934,1993,44.6430285710994,"22B"
2022,"S00K90259","12-Jul-22","sample","0.2463","primary","F","adult",3,"R867",5,28,0.0244740136398368,0.335294117647059,0.00465686274509804,1601.5,40.0187456075275,"22D"
2022,"S00K90260","12-Jul-22","sample","0.2478","primary","F","juvenile",0,"R1255",10,73.5,0.0863551524607691,0.898214341557994,0.0124751991883055,448,21.1660104885167,"22D"
2022,"S00K90261","12-Jul-22","sample","0.2551","primary","F","juvenile",0,"R1237",31,521,0.784891125518762,2.17974765974766,0.0302742730520508,3130.13330078125,55.9475942358673,"22A"
2022,"S00K90262","12-Jul-22","sample","0.2425","primary","M","adult",2,"R1163",7,5,0.0560904995610466,0.887833081950728,0.0123310150270934,647.5,25.4460212999989,"22B"
2022,"S00K90263","12-Jul-22","sample","0.2467","primary","F","adult",2,"R990",14,35,0.301933411965336,1.09426512485336,0.0151981267340744,2466.5,49.6638701673561,"22A"
2021,"S00K90264","8-Jun-21","sample","0.2509","secondary","F","juvenile",0,"R1153_R1292",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90265","8-Jun-21","sample","0.259","secondary","F","adult",1,"R1159",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90266","9-Jun-21","sample","0.2524","secondary","F","adult",1,"R1169",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90267","9-Jun-21","sample","0.2518","secondary","M","juvenile",0,"R1177",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90268","9-Jun-21","sample","0.2501","secondary","F","juvenile",0,"R1157",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90269","9-Jun-21","sample","0.2556","secondary","F","adult",5,"R512_L634",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90270","9-Jun-21","sample","0.254","secondary","M","adult",1,"R1156",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90271","9-Jun-21","sample","0.2451","secondary","M","juvenile",0,"R1168",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90272","9-Jun-21","sample","0.2531","secondary","M","juvenile",0,"R1173",12,145,0.31953673946574,1.14344580857739,0.0136124501021118,4742.31494140625,68.8644679163809,"21B"
2021,"S00K90273","9-Jun-21","sample","0.2509","secondary","F","juvenile",0,"R1174",NA,NA,NA,NA,NA,NA,NA,NA
2021,"S00K90274","29-Jun-21","sample","0.2503","secondary","M","adult",1,"R1117",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90275","7-Jun-22","sample","0.2591","secondary","F","adult",6,"R504_R1026_L1024",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90276","7-Jun-22","sample","0.2528","secondary","M","adult",3,"R958",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90277","7-Jun-22","sample","0.2558","secondary","M","adult",1,"R1162",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90278","7-Jun-22","sample","0.2544","secondary","F","adult",1,"R1226",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90279","7-Jun-22","sample","0.2442","secondary","F","juvenile",0,"R1297",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90280","8-Jun-22","sample","0.254","secondary","M","adult",2,"R1031_R1278",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90281","8-Jun-22","sample","0.2531","secondary","F","adult",2,"R1213",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90282","8-Jun-22","sample","0.2535","secondary","F","juvenile",0,"R1281",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90283","8-Jun-22","sample","0.2571","secondary","M","adult",4,"R825_R1022",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90284","8-Jun-22","sample","0.2489","secondary","M","adult",1,"R1296",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90285","8-Jun-22","sample","0.2457","secondary","F","adult",5,"R687",NA,NA,NA,NA,NA,NA,NA,NA
2022,"S00K90286","8-Jun-22","sample","0.2573","secondary","M","adult",1,"R1294",NA,NA,NA,NA,NA,NA,NA,NA
2019,"S00K90287","5-Jun-19","sample","0.2407","primary","F","juvenile",0,"R838",11,243,0.103056831377252,1.18840830222409,0.0144927841734645,2415,49.1426495012225,"19D"
2019,"S00K90288","27-Jun-19","sample","0.2587","primary","M","juvenile",0,"R872",7,4,0.0715271354089682,0.847749472749473,0.0103384082042619,150.5,12.2678441463853,"19F"
2020,"S00K90289","23-Jun-20","sample","0.2476","primary","F","adult",1,"R838",12,31,0.00917152720867004,0.989160075652201,0.0206075015760875,1220.5,34.9356551391268,"20A"
2021,"S00K90290","3-Jun-21","sample","0.2539","primary","M","adult",1,"R1097",13,185,0.156067490338363,1.65589965589966,0.0197130911416626,1315.5,36.2698221666443,"21F"
2021,"S00K90291","23-Jun-21","sample","0.2457","primary","M","juvenile",0,"R1173",12,145,0.31953673946574,1.14344580857739,0.0136124501021118,4742.31494140625,68.8644679163809,"21B"
2022,"S00K90292","28-Jun-22","sample","0.2542","primary","M","juvenile",0,"R1260",27,311.5,0.814192566761739,2.0412962962963,0.0283513374485597,2293.7939453125,47.8935689348006,"22C"
NA,"S00K90293","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90294","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90295","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90296","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90297","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90298","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90299","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
NA,"S00K90300","n/a","control","0","n/a",NA,NA,NA,"n/a",NA,NA,NA,NA,NA,NA,NA,NA
